stage_id,well_id,stage_number,start_datetime,duration_min,fluid_type,proppant_type,status,cluster_count,perforation_start_m,perforation_end_m
STG-00465,WL-015,26,2019-03-03 16:23,239.0,Linear Gel,40/70 Sand,Completed,5,1841.0,1911.0
STG-00466,WL-015,27,2019-03-05 23:06,231.0,Slickwater,30/50 Ceramic,Completed,7,1911.0,1980.0
STG-00467,WL-015,28,2019-03-05 15:33,181.0,Linear Gel,20/40 RCP,Completed,5,1980.0,2050.0
STG-00468,WL-016,1,2019-06-16 00:00,125.0,Hybrid,30/50 Ceramic,Completed,5,100.0,198.0
STG-00469,WL-016,2,2019-06-16 05:48,123.0,Slickwater,100 Mesh Sand,Completed,7,198.0,297.0
STG-00470,WL-016,3,2019-06-16 09:41,207.0,Slickwater,40/70 Sand,Completed,5,297.0,395.0
STG-00471,WL-016,4,2019-06-16 09:36,99.0,Slickwater,20/40 RCP,Screen-out,8,395.0,494.0
STG-00472,WL-016,5,2019-06-16 20:03,223.0,Slickwater,40/70 Sand,Completed,4,494.0,592.0
STG-00473,WL-016,6,2019-06-16 21:02,239.0,Hybrid,40/70 Sand,Completed,4,592.0,691.0
STG-00474,WL-016,7,2019-06-16 20:31,149.0,Crosslinked Gel,40/70 Sand,Screen-out,8,691.0,789.0
STG-00475,WL-016,8,2019-06-17 03:41,194.0,Crosslinked Gel,40/70 Sand,Completed,6,789.0,888.0
STG-00476,WL-016,9,2019-06-17 21:01,212.0,Hybrid,20/40 RCP,Completed,6,888.0,986.0
STG-00477,WL-016,10,2019-06-17 10:25,124.0,Hybrid,20/40 RCP,Completed,8,986.0,1084.0
STG-00478,WL-016,11,2019-06-17 20:52,179.0,Crosslinked Gel,20/40 RCP,Completed,8,1084.0,1183.0
STG-00479,WL-016,12,2019-06-17 19:31,104.0,Linear Gel,20/40 RCP,Completed,5,1183.0,1281.0
STG-00480,WL-016,13,2019-06-17 22:47,130.0,Hybrid,20/40 RCP,Completed,5,1281.0,1380.0
STG-00481,WL-016,14,2019-06-19 00:07,223.0,Crosslinked Gel,40/70 Sand,Screen-out,7,1380.0,1478.0
STG-00482,WL-016,15,2019-06-19 08:25,219.0,Linear Gel,20/40 RCP,Screen-out,8,1478.0,1577.0
STG-00483,WL-016,16,2019-06-18 20:50,188.0,Linear Gel,40/70 Sand,Completed,6,1577.0,1675.0
STG-00484,WL-016,17,2019-06-18 09:45,103.0,Slickwater,20/40 RCP,Completed,6,1675.0,1773.0
STG-00485,WL-016,18,2019-06-18 07:42,146.0,Hybrid,100 Mesh Sand,Completed,6,1773.0,1872.0
STG-00486,WL-016,19,2019-06-19 02:22,199.0,Slickwater,100 Mesh Sand,Screen-out,5,1872.0,1970.0
STG-00487,WL-016,20,2019-06-20 06:51,102.0,Hybrid,20/40 RCP,Completed,5,1970.0,2069.0
STG-00488,WL-016,21,2019-06-20 16:10,192.0,Crosslinked Gel,30/50 Ceramic,Completed,4,2069.0,2167.0
STG-00489,WL-016,22,2019-06-19 04:20,218.0,Hybrid,100 Mesh Sand,Completed,7,2167.0,2266.0
STG-00490,WL-016,23,2019-06-21 06:21,162.0,Hybrid,20/40 RCP,Completed,5,2266.0,2364.0
STG-00491,WL-016,24,2019-06-20 11:05,214.0,Crosslinked Gel,20/40 RCP,Completed,7,2364.0,2463.0
STG-00492,WL-016,25,2019-06-20 14:25,192.0,Crosslinked Gel,30/50 Ceramic,Screen-out,6,2463.0,2561.0
STG-00493,WL-017,1,2022-08-10 00:00,130.0,Linear Gel,20/40 RCP,Completed,4,100.0,179.0
STG-00494,WL-017,2,2022-08-10 05:24,210.0,Linear Gel,30/50 Ceramic,Completed,5,179.0,257.0
STG-00495,WL-017,3,2022-08-10 08:13,218.0,Linear Gel,100 Mesh Sand,Completed,8,257.0,336.0
STG-00496,WL-017,4,2022-08-10 16:46,196.0,Hybrid,100 Mesh Sand,Completed,6,336.0,414.0
STG-00497,WL-017,5,2022-08-10 18:38,195.0,Linear Gel,30/50 Ceramic,Completed,5,414.0,493.0
STG-00498,WL-017,6,2022-08-10 17:56,183.0,Hybrid,20/40 RCP,Completed,8,493.0,571.0
STG-00499,WL-017,7,2022-08-11 09:00,114.0,Linear Gel,30/50 Ceramic,Completed,6,571.0,650.0
STG-00500,WL-017,8,2022-08-11 13:01,221.0,Linear Gel,20/40 RCP,Completed,7,650.0,728.0
STG-00501,WL-017,9,2022-08-11 04:02,214.0,Crosslinked Gel,40/70 Sand,Screen-out,5,728.0,807.0
STG-00502,WL-017,10,2022-08-11 22:26,140.0,Linear Gel,40/70 Sand,Completed,8,807.0,886.0
STG-00503,WL-017,11,2022-08-12 11:42,114.0,Slickwater,100 Mesh Sand,Completed,4,886.0,964.0
STG-00504,WL-017,12,2022-08-12 16:11,215.0,Slickwater,100 Mesh Sand,Completed,7,964.0,1043.0
STG-00505,WL-017,13,2022-08-11 16:56,91.0,Hybrid,100 Mesh Sand,Completed,5,1043.0,1121.0
STG-00506,WL-017,14,2022-08-11 15:21,183.0,Linear Gel,30/50 Ceramic,Partial,4,1121.0,1200.0
STG-00507,WL-017,15,2022-08-12 19:56,185.0,Linear Gel,20/40 RCP,Completed,4,1200.0,1278.0
STG-00508,WL-017,16,2022-08-11 21:17,185.0,Linear Gel,100 Mesh Sand,Completed,4,1278.0,1357.0
STG-00509,WL-017,17,2022-08-13 01:24,207.0,Crosslinked Gel,30/50 Ceramic,Completed,4,1357.0,1435.0
STG-00510,WL-017,18,2022-08-13 04:36,204.0,Linear Gel,40/70 Sand,Completed,4,1435.0,1514.0
STG-00511,WL-017,19,2022-08-14 07:34,234.0,Hybrid,40/70 Sand,Completed,5,1514.0,1592.0
STG-00512,WL-017,20,2022-08-13 20:19,185.0,Crosslinked Gel,30/50 Ceramic,Screen-out,6,1592.0,1671.0
STG-00513,WL-017,21,2022-08-14 11:41,105.0,Slickwater,30/50 Ceramic,Screen-out,7,1671.0,1750.0
STG-00514,WL-017,22,2022-08-13 19:55,193.0,Hybrid,40/70 Sand,Screen-out,6,1750.0,1828.0
STG-00515,WL-017,23,2022-08-14 15:08,135.0,Slickwater,100 Mesh Sand,Completed,4,1828.0,1907.0
STG-00516,WL-017,24,2022-08-14 00:57,100.0,Linear Gel,20/40 RCP,Completed,4,1907.0,1985.0
STG-00517,WL-017,25,2022-08-14 21:50,142.0,Hybrid,100 Mesh Sand,Completed,7,1985.0,2064.0
STG-00518,WL-017,26,2022-08-15 18:23,97.0,Crosslinked Gel,100 Mesh Sand,Completed,8,2064.0,2142.0
STG-00519,WL-017,27,2022-08-16 05:41,236.0,Hybrid,40/70 Sand,Screen-out,8,2142.0,2221.0
STG-00520,WL-017,28,2022-08-14 23:30,202.0,Slickwater,100 Mesh Sand,Completed,6,2221.0,2299.0
STG-00521,WL-017,29,2022-08-16 15:32,204.0,Slickwater,40/70 Sand,Completed,6,2299.0,2378.0
STG-00522,WL-018,1,2021-05-01 00:00,93.0,Hybrid,20/40 RCP,Completed,4,100.0,207.0
STG-00523,WL-018,2,2021-05-01 03:53,163.0,Hybrid,20/40 RCP,Completed,8,207.0,314.0
STG-00524,WL-018,3,2021-05-01 07:59,192.0,Hybrid,100 Mesh Sand,Completed,8,314.0,421.0
STG-00525,WL-018,4,2021-05-01 15:42,131.0,Crosslinked Gel,100 Mesh Sand,Partial,4,421.0,528.0
STG-00526,WL-018,5,2021-05-01 17:14,154.0,Slickwater,30/50 Ceramic,Completed,8,528.0,635.0
STG-00527,WL-018,6,2021-05-02 02:32,115.0,Linear Gel,30/50 Ceramic,Completed,4,635.0,742.0
STG-00528,WL-018,7,2021-05-02 05:24,194.0,Linear Gel,20/40 RCP,Completed,5,742.0,849.0
STG-00529,WL-018,8,2021-05-02 04:28,102.0,Linear Gel,20/40 RCP,Completed,5,849.0,956.0
STG-00530,WL-018,9,2021-05-02 16:18,188.0,Linear Gel,100 Mesh Sand,Completed,8,956.0,1064.0
STG-00531,WL-018,10,2021-05-02 10:58,233.0,Hybrid,100 Mesh Sand,Completed,4,1064.0,1171.0
STG-00532,WL-018,11,2021-05-02 14:02,155.0,Linear Gel,40/70 Sand,Screen-out,7,1171.0,1278.0
STG-00533,WL-018,12,2021-05-02 19:27,153.0,Slickwater,100 Mesh Sand,Completed,4,1278.0,1385.0
STG-00534,WL-018,13,2021-05-03 21:56,150.0,Linear Gel,30/50 Ceramic,Completed,6,1385.0,1492.0
STG-00535,WL-018,14,2021-05-02 18:59,238.0,Slickwater,40/70 Sand,Completed,7,1492.0,1599.0
STG-00536,WL-018,15,2021-05-03 12:51,224.0,Linear Gel,100 Mesh Sand,Completed,4,1599.0,1706.0
STG-00537,WL-018,16,2021-05-03 01:01,122.0,Slickwater,30/50 Ceramic,Completed,7,1706.0,1813.0
STG-00538,WL-018,17,2021-05-03 00:35,188.0,Linear Gel,20/40 RCP,Completed,4,1813.0,1920.0
STG-00539,WL-018,18,2021-05-04 15:58,220.0,Hybrid,40/70 Sand,Completed,7,1920.0,2027.0
STG-00540,WL-019,1,2019-01-05 00:00,235.0,Crosslinked Gel,30/50 Ceramic,Completed,7,100.0,179.0
STG-00541,WL-019,2,2019-01-05 03:26,220.0,Hybrid,20/40 RCP,Completed,6,179.0,257.0
STG-00542,WL-019,3,2019-01-05 08:31,206.0,Linear Gel,100 Mesh Sand,Screen-out,6,257.0,336.0
STG-00543,WL-019,4,2019-01-05 11:15,204.0,Hybrid,20/40 RCP,Completed,8,336.0,415.0
STG-00544,WL-019,5,2019-01-05 19:24,110.0,Linear Gel,100 Mesh Sand,Completed,5,415.0,493.0
STG-00545,WL-019,6,2019-01-05 19:34,228.0,Linear Gel,30/50 Ceramic,Completed,8,493.0,572.0
STG-00546,WL-019,7,2019-01-06 00:50,209.0,Crosslinked Gel,20/40 RCP,Completed,6,572.0,651.0
STG-00547,WL-019,8,2019-01-06 06:02,108.0,Hybrid,30/50 Ceramic,Completed,6,651.0,729.0
STG-00548,WL-019,9,2019-01-06 14:28,193.0,Hybrid,20/40 RCP,Completed,6,729.0,808.0
STG-00549,WL-019,10,2019-01-06 07:47,120.0,Linear Gel,30/50 Ceramic,Completed,6,808.0,887.0
STG-00550,WL-019,11,2019-01-07 04:02,100.0,Linear Gel,40/70 Sand,Completed,6,887.0,965.0
STG-00551,WL-019,12,2019-01-06 21:24,130.0,Linear Gel,30/50 Ceramic,Completed,4,965.0,1044.0
STG-00552,WL-019,13,2019-01-07 21:33,137.0,Hybrid,40/70 Sand,Completed,8,1044.0,1122.0
STG-00553,WL-019,14,2019-01-06 16:02,92.0,Linear Gel,40/70 Sand,Completed,7,1122.0,1201.0
STG-00554,WL-019,15,2019-01-08 03:30,149.0,Slickwater,20/40 RCP,Completed,7,1201.0,1280.0
STG-00555,WL-019,16,2019-01-07 03:15,180.0,Crosslinked Gel,40/70 Sand,Completed,6,1280.0,1358.0
STG-00556,WL-019,17,2019-01-08 07:36,194.0,Linear Gel,20/40 RCP,Completed,4,1358.0,1437.0
STG-00557,WL-019,18,2019-01-08 01:54,207.0,Linear Gel,20/40 RCP,Completed,8,1437.0,1516.0
STG-00558,WL-019,19,2019-01-08 09:21,162.0,Linear Gel,100 Mesh Sand,Completed,6,1516.0,1594.0
STG-00559,WL-019,20,2019-01-09 00:59,126.0,Slickwater,100 Mesh Sand,Partial,5,1594.0,1673.0
STG-00560,WL-019,21,2019-01-09 03:27,111.0,Crosslinked Gel,40/70 Sand,Completed,8,1673.0,1752.0
STG-00561,WL-019,22,2019-01-07 17:47,183.0,Linear Gel,30/50 Ceramic,Completed,7,1752.0,1830.0
STG-00562,WL-019,23,2019-01-08 00:59,174.0,Slickwater,30/50 Ceramic,Completed,5,1830.0,1909.0
STG-00563,WL-020,1,2021-04-05 00:00,139.0,Hybrid,20/40 RCP,Completed,6,100.0,192.0
STG-00564,WL-020,2,2021-04-05 04:10,103.0,Hybrid,30/50 Ceramic,Completed,4,192.0,283.0
STG-00565,WL-020,3,2021-04-05 08:53,95.0,Crosslinked Gel,20/40 RCP,Completed,4,283.0,374.0
STG-00566,WL-020,4,2021-04-05 10:02,150.0,Hybrid,30/50 Ceramic,Completed,6,374.0,466.0
STG-00567,WL-020,5,2021-04-05 16:07,175.0,Hybrid,20/40 RCP,Completed,6,466.0,558.0
STG-00568,WL-020,6,2021-04-05 22:08,210.0,Linear Gel,20/40 RCP,Completed,6,558.0,649.0
STG-00569,WL-020,7,2021-04-05 19:12,115.0,Slickwater,100 Mesh Sand,Completed,4,649.0,740.0
STG-00570,WL-020,8,2021-04-06 14:49,185.0,Slickwater,40/70 Sand,Completed,5,740.0,832.0
STG-00571,WL-020,9,2021-04-06 12:23,95.0,Hybrid,30/50 Ceramic,Screen-out,8,832.0,924.0
STG-00572,WL-020,10,2021-04-06 14:30,98.0,Linear Gel,40/70 Sand,Completed,7,924.0,1015.0
STG-00573,WL-020,11,2021-04-07 00:53,196.0,Hybrid,20/40 RCP,Completed,7,1015.0,1106.0
STG-00574,WL-020,12,2021-04-06 09:57,197.0,Hybrid,20/40 RCP,Completed,8,1106.0,1198.0
STG-00575,WL-020,13,2021-04-07 03:27,141.0,Slickwater,40/70 Sand,Completed,5,1198.0,1290.0
STG-00576,WL-020,14,2021-04-07 01:51,102.0,Slickwater,100 Mesh Sand,Completed,8,1290.0,1381.0
STG-00577,WL-020,15,2021-04-07 01:51,172.0,Crosslinked Gel,40/70 Sand,Completed,7,1381.0,1472.0
STG-00578,WL-020,16,2021-04-07 02:07,158.0,Linear Gel,30/50 Ceramic,Completed,8,1472.0,1564.0
STG-00579,WL-020,17,2021-04-07 18:39,169.0,Linear Gel,100 Mesh Sand,Completed,6,1564.0,1656.0
STG-00580,WL-020,18,2021-04-07 20:57,102.0,Linear Gel,40/70 Sand,Completed,6,1656.0,1747.0
STG-00581,WL-020,19,2021-04-09 07:36,127.0,Slickwater,40/70 Sand,Completed,6,1747.0,1838.0
STG-00582,WL-020,20,2021-04-07 15:43,221.0,Crosslinked Gel,100 Mesh Sand,Completed,5,1838.0,1930.0
STG-00583,WL-020,21,2021-04-08 10:23,236.0,Hybrid,20/40 RCP,Completed,7,1930.0,2022.0
STG-00584,WL-020,22,2021-04-09 04:34,117.0,Linear Gel,20/40 RCP,Screen-out,5,2022.0,2113.0
STG-00585,WL-020,23,2021-04-09 02:07,189.0,Hybrid,40/70 Sand,Completed,7,2113.0,2204.0
STG-00586,WL-020,24,2021-04-08 16:55,173.0,Hybrid,30/50 Ceramic,Completed,7,2204.0,2296.0
STG-00587,WL-020,25,2021-04-09 20:35,124.0,Crosslinked Gel,100 Mesh Sand,Partial,7,2296.0,2388.0
STG-00588,WL-020,26,2021-04-08 13:14,236.0,Linear Gel,20/40 RCP,Completed,7,2388.0,2479.0
STG-00589,WL-020,27,2021-04-10 11:24,120.0,Linear Gel,20/40 RCP,Completed,7,2479.0,2570.0
STG-00590,WL-020,28,2021-04-08 22:32,101.0,Slickwater,40/70 Sand,Completed,6,2570.0,2662.0
STG-00591,WL-020,29,2021-04-08 14:44,129.0,Hybrid,30/50 Ceramic,Completed,5,2662.0,2754.0
STG-00592,WL-020,30,2021-04-11 10:55,220.0,Linear Gel,100 Mesh Sand,Completed,8,2754.0,2845.0
STG-00593,WL-020,31,2021-04-09 04:16,201.0,Crosslinked Gel,100 Mesh Sand,Completed,7,2845.0,2936.0
STG-00594,WL-020,32,2021-04-10 23:48,142.0,Linear Gel,100 Mesh Sand,Completed,5,2936.0,3028.0
STG-00595,WL-020,33,2021-04-10 04:34,238.0,Slickwater,20/40 RCP,Completed,6,3028.0,3120.0
STG-00596,WL-020,34,2021-04-10 13:30,220.0,Slickwater,20/40 RCP,Completed,4,3120.0,3211.0
STG-00597,WL-021,1,2020-05-29 00:00,156.0,Hybrid,30/50 Ceramic,Completed,8,100.0,178.0
STG-00598,WL-021,2,2020-05-29 04:53,163.0,Hybrid,40/70 Sand,Completed,5,178.0,256.0
STG-00599,WL-021,3,2020-05-29 10:52,225.0,Slickwater,30/50 Ceramic,Completed,8,256.0,333.0
STG-00600,WL-021,4,2020-05-29 11:31,132.0,Hybrid,30/50 Ceramic,Completed,6,333.0,411.0
STG-00601,WL-021,5,2020-05-29 15:28,227.0,Crosslinked Gel,100 Mesh Sand,Completed,5,411.0,489.0
STG-00602,WL-021,6,2020-05-30 05:26,183.0,Linear Gel,100 Mesh Sand,Completed,6,489.0,567.0
STG-00603,WL-021,7,2020-05-30 09:36,200.0,Hybrid,40/70 Sand,Completed,5,567.0,644.0
STG-00604,WL-021,8,2020-05-30 00:04,197.0,Crosslinked Gel,40/70 Sand,Completed,7,644.0,722.0
STG-00605,WL-021,9,2020-05-30 11:44,117.0,Crosslinked Gel,20/40 RCP,Completed,7,722.0,800.0
STG-00606,WL-021,10,2020-05-30 15:12,236.0,Slickwater,20/40 RCP,Completed,8,800.0,878.0
STG-00607,WL-021,11,2020-05-31 04:29,218.0,Crosslinked Gel,20/40 RCP,Screen-out,7,878.0,956.0
STG-00608,WL-021,12,2020-05-30 19:48,127.0,Slickwater,100 Mesh Sand,Completed,7,956.0,1033.0
STG-00609,WL-021,13,2020-05-31 10:51,157.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1033.0,1111.0
STG-00610,WL-021,14,2020-05-31 06:30,144.0,Linear Gel,40/70 Sand,Completed,7,1111.0,1189.0
STG-00611,WL-021,15,2020-05-31 05:16,115.0,Crosslinked Gel,30/50 Ceramic,Completed,8,1189.0,1267.0
STG-00612,WL-021,16,2020-05-31 23:00,235.0,Linear Gel,30/50 Ceramic,Completed,4,1267.0,1345.0
STG-00613,WL-021,17,2020-05-31 02:12,189.0,Linear Gel,100 Mesh Sand,Screen-out,4,1345.0,1422.0
STG-00614,WL-021,18,2020-06-02 02:24,206.0,Hybrid,20/40 RCP,Completed,7,1422.0,1500.0
STG-00615,WL-021,19,2020-05-31 06:02,235.0,Linear Gel,40/70 Sand,Completed,5,1500.0,1578.0
STG-00616,WL-021,20,2020-06-02 11:16,125.0,Crosslinked Gel,40/70 Sand,Completed,6,1578.0,1656.0
STG-00617,WL-021,21,2020-05-31 17:36,115.0,Crosslinked Gel,30/50 Ceramic,Completed,4,1656.0,1734.0
STG-00618,WL-021,22,2020-06-01 14:25,141.0,Hybrid,100 Mesh Sand,Completed,7,1734.0,1811.0
STG-00619,WL-021,23,2020-06-02 11:17,155.0,Hybrid,20/40 RCP,Completed,4,1811.0,1889.0
STG-00620,WL-021,24,2020-06-02 21:33,183.0,Slickwater,40/70 Sand,Completed,7,1889.0,1967.0
STG-00621,WL-021,25,2020-06-01 05:36,115.0,Hybrid,20/40 RCP,Completed,4,1967.0,2045.0
STG-00622,WL-021,26,2020-06-01 03:36,96.0,Crosslinked Gel,100 Mesh Sand,Completed,7,2045.0,2122.0
STG-00623,WL-021,27,2020-06-03 12:08,190.0,Linear Gel,100 Mesh Sand,Completed,5,2122.0,2200.0
STG-00624,WL-021,28,2020-06-02 16:01,217.0,Slickwater,100 Mesh Sand,Completed,6,2200.0,2278.0
STG-00625,WL-021,29,2020-06-02 18:52,178.0,Crosslinked Gel,40/70 Sand,Completed,7,2278.0,2356.0
STG-00626,WL-021,30,2020-06-04 10:17,121.0,Hybrid,40/70 Sand,Completed,4,2356.0,2434.0
STG-00627,WL-021,31,2020-06-03 17:44,130.0,Slickwater,40/70 Sand,Completed,7,2434.0,2511.0
STG-00628,WL-021,32,2020-06-03 05:39,170.0,Hybrid,40/70 Sand,Screen-out,7,2511.0,2589.0
STG-00629,WL-021,33,2020-06-04 11:08,96.0,Linear Gel,40/70 Sand,Completed,4,2589.0,2667.0
STG-00630,WL-021,34,2020-06-05 19:45,158.0,Hybrid,100 Mesh Sand,Screen-out,8,2667.0,2745.0
STG-00631,WL-021,35,2020-06-05 08:27,137.0,Crosslinked Gel,20/40 RCP,Completed,6,2745.0,2822.0
STG-00632,WL-021,36,2020-06-05 20:03,96.0,Hybrid,30/50 Ceramic,Completed,4,2822.0,2900.0
STG-00633,WL-021,37,2020-06-03 14:48,238.0,Crosslinked Gel,100 Mesh Sand,Screen-out,6,2900.0,2978.0
STG-00634,WL-021,38,2020-06-03 13:48,91.0,Hybrid,20/40 RCP,Screen-out,6,2978.0,3056.0
STG-00635,WL-021,39,2020-06-05 19:39,186.0,Hybrid,20/40 RCP,Completed,7,3056.0,3134.0
STG-00636,WL-021,40,2020-06-03 10:11,158.0,Linear Gel,100 Mesh Sand,Completed,8,3134.0,3211.0
STG-00637,WL-021,41,2020-06-07 10:38,163.0,Slickwater,30/50 Ceramic,Completed,6,3211.0,3289.0
STG-00638,WL-021,42,2020-06-03 19:14,111.0,Linear Gel,30/50 Ceramic,Completed,8,3289.0,3367.0
STG-00639,WL-022,1,2018-09-14 00:00,136.0,Linear Gel,100 Mesh Sand,Completed,4,100.0,160.0
STG-00640,WL-022,2,2018-09-14 04:45,120.0,Slickwater,30/50 Ceramic,Screen-out,5,160.0,219.0
STG-00641,WL-022,3,2018-09-14 06:14,235.0,Slickwater,20/40 RCP,Completed,8,219.0,279.0
STG-00642,WL-022,4,2018-09-14 11:34,191.0,Linear Gel,20/40 RCP,Completed,7,279.0,339.0
STG-00643,WL-022,5,2018-09-14 12:59,220.0,Hybrid,30/50 Ceramic,Completed,4,339.0,399.0
STG-00644,WL-022,6,2018-09-14 19:38,194.0,Hybrid,40/70 Sand,Completed,8,399.0,458.0
STG-00645,WL-022,7,2018-09-14 23:52,232.0,Slickwater,30/50 Ceramic,Completed,7,458.0,518.0
STG-00646,WL-022,8,2018-09-15 12:19,165.0,Hybrid,100 Mesh Sand,Completed,5,518.0,578.0
STG-00647,WL-022,9,2018-09-15 02:04,220.0,Linear Gel,100 Mesh Sand,Completed,7,578.0,637.0
STG-00648,WL-022,10,2018-09-15 19:31,95.0,Slickwater,30/50 Ceramic,Screen-out,5,637.0,697.0
STG-00649,WL-022,11,2018-09-15 09:34,193.0,Hybrid,100 Mesh Sand,Screen-out,5,697.0,757.0
STG-00650,WL-022,12,2018-09-16 01:22,122.0,Crosslinked Gel,30/50 Ceramic,Completed,5,757.0,817.0
STG-00651,WL-022,13,2018-09-16 01:23,149.0,Crosslinked Gel,100 Mesh Sand,Completed,4,817.0,876.0
STG-00652,WL-022,14,2018-09-16 04:03,106.0,Linear Gel,30/50 Ceramic,Completed,8,876.0,936.0
STG-00653,WL-022,15,2018-09-15 20:40,240.0,Slickwater,20/40 RCP,Completed,7,936.0,996.0
STG-00654,WL-022,16,2018-09-16 19:59,237.0,Slickwater,20/40 RCP,Completed,8,996.0,1055.0
STG-00655,WL-022,17,2018-09-16 08:00,221.0,Hybrid,30/50 Ceramic,Completed,4,1055.0,1115.0
STG-00656,WL-022,18,2018-09-18 00:36,175.0,Slickwater,40/70 Sand,Completed,8,1115.0,1175.0
STG-00657,WL-022,19,2018-09-16 06:08,222.0,Slickwater,40/70 Sand,Completed,4,1175.0,1235.0
STG-00658,WL-022,20,2018-09-17 11:53,139.0,Linear Gel,40/70 Sand,Completed,5,1235.0,1294.0
STG-00659,WL-022,21,2018-09-18 19:52,211.0,Slickwater,20/40 RCP,Completed,5,1294.0,1354.0
STG-00660,WL-022,22,2018-09-17 11:16,210.0,Linear Gel,30/50 Ceramic,Completed,6,1354.0,1414.0
STG-00661,WL-022,23,2018-09-19 00:30,213.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1414.0,1474.0
STG-00662,WL-022,24,2018-09-18 19:27,172.0,Slickwater,40/70 Sand,Completed,5,1474.0,1533.0
STG-00663,WL-022,25,2018-09-19 09:54,139.0,Slickwater,20/40 RCP,Completed,4,1533.0,1593.0
STG-00664,WL-022,26,2018-09-19 20:46,149.0,Crosslinked Gel,30/50 Ceramic,Completed,6,1593.0,1653.0
STG-00665,WL-022,27,2018-09-17 12:44,148.0,Linear Gel,100 Mesh Sand,Completed,6,1653.0,1712.0
STG-00666,WL-022,28,2018-09-18 01:15,126.0,Crosslinked Gel,40/70 Sand,Completed,7,1712.0,1772.0
STG-00667,WL-022,29,2018-09-18 18:56,124.0,Linear Gel,40/70 Sand,Completed,8,1772.0,1832.0
STG-00668,WL-022,30,2018-09-20 09:09,181.0,Hybrid,40/70 Sand,Completed,4,1832.0,1892.0
STG-00669,WL-022,31,2018-09-21 05:54,183.0,Slickwater,40/70 Sand,Completed,8,1892.0,1951.0
STG-00670,WL-022,32,2018-09-19 05:13,147.0,Slickwater,30/50 Ceramic,Completed,4,1951.0,2011.0
STG-00671,WL-022,33,2018-09-21 00:51,168.0,Linear Gel,30/50 Ceramic,Completed,4,2011.0,2071.0
STG-00672,WL-022,34,2018-09-18 23:18,94.0,Hybrid,20/40 RCP,Completed,7,2071.0,2130.0
STG-00673,WL-022,35,2018-09-22 08:02,147.0,Hybrid,30/50 Ceramic,Completed,4,2130.0,2190.0
STG-00674,WL-022,36,2018-09-18 13:36,177.0,Hybrid,20/40 RCP,Completed,6,2190.0,2250.0
STG-00675,WL-022,37,2018-09-20 13:30,181.0,Slickwater,100 Mesh Sand,Completed,8,2250.0,2310.0
STG-00676,WL-022,38,2018-09-19 05:49,212.0,Linear Gel,100 Mesh Sand,Completed,8,2310.0,2369.0
STG-00677,WL-022,39,2018-09-21 10:43,233.0,Linear Gel,40/70 Sand,Completed,5,2369.0,2429.0
STG-00678,WL-023,1,2022-08-04 00:00,119.0,Crosslinked Gel,20/40 RCP,Completed,6,100.0,223.0
STG-00679,WL-023,2,2022-08-04 03:57,187.0,Crosslinked Gel,40/70 Sand,Completed,4,223.0,345.0
STG-00680,WL-023,3,2022-08-04 11:39,127.0,Hybrid,100 Mesh Sand,Completed,5,345.0,468.0
STG-00681,WL-023,4,2022-08-04 09:57,99.0,Linear Gel,20/40 RCP,Screen-out,6,468.0,590.0
STG-00682,WL-023,5,2022-08-04 16:52,143.0,Crosslinked Gel,40/70 Sand,Completed,7,590.0,713.0
STG-00683,WL-023,6,2022-08-04 19:37,163.0,Crosslinked Gel,100 Mesh Sand,Completed,4,713.0,835.0
STG-00684,WL-023,7,2022-08-04 20:50,133.0,Crosslinked Gel,100 Mesh Sand,Completed,5,835.0,958.0
STG-00685,WL-023,8,2022-08-05 14:33,210.0,Crosslinked Gel,40/70 Sand,Completed,4,958.0,1080.0
STG-00686,WL-023,9,2022-08-05 17:04,137.0,Crosslinked Gel,20/40 RCP,Completed,8,1080.0,1203.0
STG-00687,WL-023,10,2022-08-05 04:19,197.0,Crosslinked Gel,30/50 Ceramic,Completed,5,1203.0,1325.0
STG-00688,WL-023,11,2022-08-05 06:55,152.0,Linear Gel,20/40 RCP,Completed,8,1325.0,1448.0
STG-00689,WL-023,12,2022-08-06 09:41,117.0,Hybrid,100 Mesh Sand,Completed,7,1448.0,1570.0
STG-00690,WL-023,13,2022-08-05 15:40,117.0,Hybrid,100 Mesh Sand,Completed,4,1570.0,1693.0
STG-00691,WL-023,14,2022-08-05 17:24,196.0,Hybrid,40/70 Sand,Completed,5,1693.0,1815.0
STG-00692,WL-023,15,2022-08-07 04:35,175.0,Crosslinked Gel,100 Mesh Sand,Completed,8,1815.0,1938.0
STG-00693,WL-023,16,2022-08-06 23:22,234.0,Slickwater,100 Mesh Sand,Completed,4,1938.0,2060.0
STG-00694,WL-023,17,2022-08-06 09:29,211.0,Linear Gel,40/70 Sand,Completed,4,2060.0,2183.0
STG-00695,WL-023,18,2022-08-08 01:09,97.0,Crosslinked Gel,100 Mesh Sand,Completed,4,2183.0,2305.0
STG-00696,WL-023,19,2022-08-08 08:52,233.0,Slickwater,40/70 Sand,Completed,8,2305.0,2428.0
STG-00697,WL-023,20,2022-08-07 09:41,213.0,Linear Gel,20/40 RCP,Completed,4,2428.0,2550.0
STG-00698,WL-023,21,2022-08-07 10:57,124.0,Linear Gel,40/70 Sand,Completed,6,2550.0,2673.0
