param_id,stage_id,well_id,treating_pressure_psi,isip_psi,frac_closure_pressure_psi,net_pressure_psi,slurry_rate_bpm,max_rate_bpm,proppant_concentration_lb_gal,total_fluid_mgal,total_proppant_klb,fluid_efficiency_pct,breakdown_pressure_psi,friction_pressure_psi,bottomhole_pressure_psi
PRM-00356,STG-00357,WL-012,8374.0,4078.0,3725.0,4649.0,62.5,64.9,0.76,392.7,498.2,57.2,9455.0,2249.0,10107.0
PRM-00357,STG-00358,WL-012,7062.0,4094.0,3632.0,3430.0,72.4,76.2,1.89,228.7,182.4,56.7,7492.0,2464.0,8780.0
PRM-00358,STG-00359,WL-012,8322.0,4446.0,4139.0,4183.0,89.6,93.6,1.82,593.1,309.6,57.8,9669.0,1806.0,10125.0
PRM-00359,STG-00360,WL-012,7980.0,4141.0,3794.0,4186.0,92.7,105.3,2.36,292.8,380.7,38.9,8657.0,2334.0,10304.0
PRM-00360,STG-00361,WL-012,7294.0,3380.0,3134.0,4160.0,77.5,78.4,0.96,325.5,285.5,68.1,8127.0,2154.0,8884.0
PRM-00361,STG-00362,WL-012,8366.0,4188.0,3752.0,4614.0,63.6,65.7,2.42,198.7,478.9,72.3,9217.0,1458.0,10429.0
PRM-00362,STG-00363,WL-013,8367.0,4364.0,4143.0,4224.0,99.8,105.9,1.86,704.2,204.1,46.5,9486.0,1687.0,9953.0
PRM-00363,STG-00364,WL-013,7668.0,3452.0,3279.0,4389.0,78.0,81.4,2.17,492.7,390.9,46.2,8235.0,1463.0,9453.0
PRM-00364,STG-00365,WL-013,7222.0,3372.0,3011.0,4211.0,94.8,98.9,1.77,334.5,238.1,64.5,8074.0,2783.0,8777.0
PRM-00365,STG-00366,WL-013,8117.0,4085.0,3770.0,4347.0,79.3,89.7,1.51,527.6,294.8,72.5,9503.0,2561.0,10168.0
PRM-00366,STG-00367,WL-013,7068.0,3603.0,3409.0,3659.0,72.7,76.1,1.43,525.2,283.4,38.9,7980.0,1291.0,8679.0
PRM-00367,STG-00368,WL-013,8216.0,3968.0,3666.0,4550.0,78.6,83.6,1.37,501.8,476.1,48.3,9017.0,2438.0,9768.0
PRM-00368,STG-00369,WL-013,6623.0,3214.0,2887.0,3736.0,97.3,104.9,2.22,438.1,442.4,74.0,7914.0,1544.0,8934.0
PRM-00369,STG-00370,WL-013,7446.0,3571.0,3368.0,4078.0,68.5,69.4,1.85,211.7,328.2,55.5,8844.0,2647.0,9103.0
PRM-00370,STG-00371,WL-013,8581.0,4067.0,3506.0,5075.0,98.7,100.0,2.33,401.3,238.9,71.4,9259.0,1866.0,10530.0
PRM-00371,STG-00372,WL-013,6290.0,3396.0,3195.0,3095.0,62.9,70.3,0.95,247.3,525.5,35.8,6913.0,2205.0,8065.0
PRM-00372,STG-00373,WL-013,7692.0,3544.0,3201.0,4491.0,96.4,100.8,2.42,495.6,205.5,50.7,8284.0,2125.0,10150.0
PRM-00373,STG-00374,WL-013,8086.0,4249.0,3975.0,4111.0,63.3,67.4,1.74,453.0,303.9,42.7,8722.0,2430.0,9852.0
PRM-00374,STG-00375,WL-013,6932.0,3454.0,3007.0,3925.0,78.6,82.8,2.39,340.7,525.6,41.0,7809.0,1937.0,9333.0
PRM-00375,STG-00376,WL-013,8016.0,4725.0,4397.0,3619.0,75.3,75.3,1.48,452.9,512.3,47.8,8924.0,1568.0,9716.0
PRM-00376,STG-00377,WL-013,7586.0,3712.0,3471.0,4115.0,62.1,66.6,0.96,383.9,476.9,51.6,9078.0,1521.0,9301.0
PRM-00377,STG-00378,WL-013,7224.0,3567.0,3251.0,3973.0,66.9,71.0,1.26,388.9,517.7,72.4,7638.0,1536.0,9290.0
PRM-00378,STG-00379,WL-013,9447.0,4822.0,4253.0,5194.0,49.5,50.2,1.9,222.9,415.5,52.1,10102.0,2716.0,11422.0
PRM-00379,STG-00380,WL-013,7589.0,3776.0,3516.0,4073.0,90.7,102.5,1.5,624.7,292.6,61.9,8022.0,2106.0,9852.0
PRM-00380,STG-00381,WL-013,7201.0,4194.0,3752.0,3449.0,60.8,60.9,2.01,449.4,353.9,67.8,7950.0,2065.0,9378.0
PRM-00381,STG-00382,WL-013,7100.0,3943.0,3728.0,3372.0,98.2,107.7,1.56,739.1,326.2,46.9,7590.0,2548.0,8962.0
PRM-00382,STG-00383,WL-013,7197.0,3453.0,3124.0,4073.0,84.1,89.6,0.62,435.2,331.3,64.9,8451.0,2434.0,8736.0
PRM-00383,STG-00384,WL-013,9166.0,4392.0,4103.0,5063.0,81.5,85.2,2.37,356.0,489.3,52.2,10271.0,1452.0,10697.0
PRM-00384,STG-00385,WL-013,7318.0,4312.0,3814.0,3504.0,83.2,91.0,1.83,517.2,518.0,36.6,7889.0,2530.0,9585.0
PRM-00385,STG-00386,WL-013,7387.0,3713.0,3246.0,4141.0,75.1,77.4,1.57,280.1,176.5,45.0,8649.0,1647.0,9079.0
PRM-00386,STG-00387,WL-013,8395.0,4082.0,3694.0,4701.0,63.1,70.8,1.21,504.6,456.6,73.4,9813.0,2166.0,10388.0
PRM-00387,STG-00388,WL-013,7510.0,3425.0,3140.0,4370.0,99.4,103.6,1.27,387.4,233.4,58.4,8546.0,1913.0,9846.0
PRM-00388,STG-00389,WL-013,7208.0,3825.0,3498.0,3710.0,86.5,88.5,2.07,270.3,324.3,72.3,7983.0,2367.0,8728.0
PRM-00389,STG-00390,WL-013,6163.0,2963.0,2794.0,3369.0,79.5,85.3,2.26,288.5,374.0,54.6,6582.0,2484.0,7910.0
PRM-00390,STG-00391,WL-013,7525.0,4151.0,3543.0,3982.0,91.1,97.9,0.76,401.0,401.6,41.2,8108.0,1784.0,9457.0
PRM-00391,STG-00392,WL-013,8052.0,4376.0,3971.0,4081.0,63.0,69.0,1.51,398.0,244.8,57.3,9346.0,1737.0,10317.0
PRM-00392,STG-00393,WL-013,6985.0,3822.0,3367.0,3618.0,60.7,61.5,1.81,246.8,408.2,38.6,8302.0,2303.0,8612.0
PRM-00393,STG-00394,WL-013,5309.0,2673.0,2335.0,2974.0,83.7,94.9,2.17,312.2,192.7,35.4,5735.0,2734.0,7422.0
PRM-00394,STG-00395,WL-013,7349.0,3338.0,3078.0,4271.0,69.8,79.4,2.26,518.3,332.2,51.3,7927.0,2027.0,9757.0
PRM-00395,STG-00396,WL-013,7417.0,4233.0,3982.0,3435.0,62.6,63.8,1.89,378.6,390.7,56.4,8766.0,1856.0,9399.0
PRM-00396,STG-00397,WL-013,7365.0,3673.0,3369.0,3996.0,97.8,100.2,1.07,381.2,349.1,54.5,8549.0,2587.0,9491.0
PRM-00397,STG-00398,WL-013,7239.0,3984.0,3695.0,3544.0,65.1,67.7,2.39,334.7,226.1,72.3,8383.0,2406.0,8958.0
PRM-00398,STG-00399,WL-013,9168.0,5184.0,4547.0,4621.0,64.2,72.1,2.42,362.4,510.0,55.7,10261.0,1703.0,11249.0
PRM-00399,STG-00400,WL-013,6694.0,3745.0,3450.0,3244.0,76.4,77.0,1.76,295.2,438.5,69.4,7489.0,1620.0,8436.0
PRM-00400,STG-00401,WL-013,8308.0,4210.0,3996.0,4312.0,90.0,100.4,0.69,308.4,354.8,43.4,9348.0,1574.0,10218.0
PRM-00401,STG-00402,WL-013,7465.0,4233.0,3849.0,3616.0,90.8,96.0,0.96,387.5,522.0,55.1,8516.0,2096.0,9451.0
PRM-00402,STG-00403,WL-013,6445.0,3686.0,3477.0,2968.0,81.7,93.3,0.76,365.1,463.5,49.8,6898.0,2029.0,8058.0
PRM-00403,STG-00404,WL-013,7516.0,4435.0,3940.0,3576.0,67.3,75.3,1.01,447.7,328.8,53.3,8084.0,1628.0,9525.0
PRM-00404,STG-00405,WL-013,7765.0,4153.0,3923.0,3842.0,88.6,91.9,2.38,521.0,518.3,40.3,8505.0,2632.0,10237.0
PRM-00405,STG-00406,WL-013,8962.0,5188.0,4415.0,4547.0,33.3,35.5,2.39,212.6,335.0,36.8,10141.0,1742.0,10935.0
PRM-00406,STG-00407,WL-014,8279.0,4548.0,3920.0,4359.0,77.4,83.6,2.14,520.1,515.8,46.4,8751.0,2270.0,10642.0
PRM-00407,STG-00408,WL-014,7739.0,3672.0,3219.0,4520.0,92.5,105.0,2.21,295.3,519.0,47.8,8767.0,1281.0,9283.0
PRM-00408,STG-00409,WL-014,7153.0,3494.0,3251.0,3902.0,67.6,68.4,1.84,406.6,176.5,42.7,7925.0,1976.0,9008.0
PRM-00409,STG-00410,WL-014,8878.0,4422.0,3949.0,4929.0,98.6,111.5,1.78,543.3,185.1,47.1,9448.0,2413.0,10984.0
PRM-00410,STG-00411,WL-014,6997.0,3296.0,2981.0,4016.0,84.9,88.5,0.92,399.4,365.3,72.9,8231.0,2356.0,8575.0
PRM-00411,STG-00412,WL-014,7579.0,3531.0,3057.0,4522.0,79.7,85.5,0.82,283.9,543.0,49.6,8685.0,1406.0,9509.0
PRM-00412,STG-00413,WL-014,7956.0,3629.0,3371.0,4585.0,96.5,97.0,2.17,645.2,287.9,73.7,8982.0,1685.0,9819.0
PRM-00413,STG-00414,WL-014,7235.0,3328.0,2976.0,4259.0,99.6,113.8,0.58,645.9,421.8,44.8,8174.0,1972.0,9438.0
PRM-00414,STG-00415,WL-014,8058.0,3855.0,3640.0,4418.0,82.9,89.3,0.93,353.8,499.3,49.1,8744.0,1280.0,9827.0
PRM-00415,STG-00416,WL-014,6831.0,3744.0,3442.0,3389.0,81.3,87.3,2.39,573.7,324.9,55.5,7447.0,1928.0,8802.0
PRM-00416,STG-00417,WL-014,7738.0,3864.0,3349.0,4389.0,61.7,68.7,1.49,271.6,380.4,74.4,9223.0,1515.0,10113.0
PRM-00417,STG-00418,WL-014,7612.0,4230.0,3799.0,3813.0,78.2,82.6,1.58,378.4,494.8,54.7,8654.0,1503.0,10013.0
PRM-00418,STG-00419,WL-014,8383.0,3897.0,3518.0,4865.0,84.2,89.3,0.74,645.0,205.9,58.6,8914.0,1890.0,10058.0
PRM-00419,STG-00420,WL-014,8654.0,5176.0,4449.0,4205.0,82.4,94.5,1.87,645.1,298.3,46.5,9637.0,2240.0,10179.0
PRM-00420,STG-00421,WL-014,7628.0,3751.0,3446.0,4182.0,62.5,64.8,0.82,247.8,511.8,37.6,8800.0,2116.0,9533.0
PRM-00421,STG-00422,WL-014,8590.0,4334.0,3760.0,4830.0,68.7,74.9,1.84,510.1,540.2,52.0,9595.0,1607.0,10915.0
PRM-00422,STG-00423,WL-014,9842.0,4879.0,4243.0,5599.0,67.3,74.3,0.67,477.1,444.0,50.6,10948.0,1951.0,11710.0
PRM-00423,STG-00424,WL-014,6705.0,3118.0,2740.0,3965.0,72.4,77.4,1.83,471.9,425.9,42.7,7252.0,1237.0,9102.0
PRM-00424,STG-00425,WL-014,6974.0,3431.0,2962.0,4012.0,65.1,71.4,1.78,277.8,204.5,48.6,8063.0,2092.0,8730.0
PRM-00425,STG-00426,WL-014,6942.0,3802.0,3334.0,3608.0,64.7,70.6,1.57,267.4,340.2,69.9,8329.0,2172.0,8847.0
PRM-00426,STG-00427,WL-014,6910.0,3606.0,3200.0,3710.0,74.7,79.0,2.33,582.3,314.4,68.5,7930.0,2183.0,8744.0
PRM-00427,STG-00428,WL-014,6833.0,3913.0,3482.0,3351.0,61.5,66.1,2.24,405.0,368.5,61.7,7188.0,2594.0,8780.0
PRM-00428,STG-00429,WL-014,6785.0,3501.0,3123.0,3662.0,79.9,91.4,1.31,314.1,430.7,59.0,7946.0,1375.0,8682.0
PRM-00429,STG-00430,WL-014,7190.0,3599.0,3085.0,4105.0,82.8,93.4,2.22,631.5,205.7,43.5,8271.0,2069.0,9523.0
PRM-00430,STG-00431,WL-014,8015.0,4106.0,3834.0,4181.0,73.1,84.0,1.71,479.0,525.1,35.9,8551.0,2175.0,10336.0
PRM-00431,STG-00432,WL-014,9866.0,4862.0,4312.0,5554.0,37.2,40.0,2.07,286.2,197.5,57.4,11438.0,1768.0,11979.0
PRM-00432,STG-00433,WL-014,8496.0,4639.0,4047.0,4449.0,70.4,75.7,0.67,548.8,221.1,68.6,9815.0,2462.0,10347.0
PRM-00433,STG-00434,WL-014,9285.0,4742.0,4311.0,4974.0,75.7,86.9,0.88,557.0,199.3,41.7,9814.0,2447.0,11038.0
PRM-00434,STG-00435,WL-014,7925.0,4690.0,4282.0,3643.0,76.4,81.6,1.82,354.3,350.6,42.5,8925.0,2046.0,10236.0
PRM-00435,STG-00436,WL-014,8187.0,4587.0,4128.0,4059.0,86.6,98.2,0.73,279.3,446.4,71.8,8664.0,2513.0,9725.0
PRM-00436,STG-00437,WL-014,8049.0,3801.0,3452.0,4597.0,89.9,99.5,0.52,377.6,239.6,71.7,9303.0,2275.0,9943.0
PRM-00437,STG-00438,WL-014,5777.0,2601.0,2319.0,3458.0,64.8,71.9,1.57,222.1,429.4,55.9,6130.0,1507.0,8117.0
PRM-00438,STG-00439,WL-014,7930.0,3708.0,3522.0,4408.0,99.6,103.8,0.92,471.9,180.8,61.7,8537.0,2128.0,10334.0
PRM-00439,STG-00440,WL-015,7745.0,3857.0,3408.0,4337.0,86.8,89.5,0.88,291.6,410.5,47.5,8340.0,2643.0,9642.0
PRM-00440,STG-00441,WL-015,7243.0,3608.0,3377.0,3866.0,89.8,97.4,2.44,516.0,340.5,41.3,8355.0,2021.0,9394.0
PRM-00441,STG-00442,WL-015,6231.0,3635.0,3267.0,2964.0,77.6,84.6,2.3,359.8,457.7,48.0,7462.0,2268.0,7775.0
PRM-00442,STG-00443,WL-015,8357.0,3831.0,3424.0,4933.0,61.0,63.4,1.4,457.1,301.1,41.6,9639.0,2023.0,10057.0
PRM-00443,STG-00444,WL-015,6295.0,3135.0,2688.0,3607.0,83.7,93.9,0.64,351.5,231.6,65.1,7321.0,2346.0,8464.0
PRM-00444,STG-00445,WL-015,9262.0,4221.0,3739.0,5523.0,84.9,88.4,2.06,630.4,363.9,60.7,10688.0,2594.0,11104.0
PRM-00445,STG-00446,WL-015,7215.0,4080.0,3679.0,3536.0,82.5,89.7,2.27,612.6,374.2,65.0,8620.0,1318.0,8768.0
PRM-00446,STG-00447,WL-015,7539.0,4088.0,3780.0,3759.0,79.3,83.0,0.69,615.5,464.2,47.2,8863.0,1316.0,9920.0
PRM-00447,STG-00448,WL-015,8078.0,3946.0,3518.0,4560.0,83.7,92.4,2.37,675.0,430.5,48.8,8818.0,2795.0,10329.0
PRM-00448,STG-00449,WL-015,6431.0,2941.0,2658.0,3773.0,61.2,68.9,1.61,421.5,462.0,36.3,7106.0,1579.0,8378.0
PRM-00449,STG-00450,WL-015,8569.0,3949.0,3525.0,5044.0,98.2,112.7,0.95,534.5,522.0,57.2,10194.0,1209.0,10817.0
PRM-00450,STG-00451,WL-015,7370.0,4349.0,3697.0,3673.0,81.7,91.6,1.55,606.7,229.3,38.5,8439.0,2663.0,9079.0
PRM-00451,STG-00452,WL-015,6803.0,3740.0,3454.0,3349.0,63.1,66.0,1.71,434.6,237.8,53.5,7755.0,1474.0,9045.0
PRM-00452,STG-00453,WL-015,8333.0,3948.0,3453.0,4880.0,87.5,97.3,0.76,449.8,335.8,45.5,9852.0,2627.0,10029.0
PRM-00453,STG-00454,WL-015,6488.0,3517.0,3221.0,3267.0,63.5,69.5,1.28,268.8,443.7,46.3,7180.0,1365.0,8707.0
PRM-00454,STG-00455,WL-015,8995.0,4384.0,3876.0,5119.0,73.0,81.8,1.17,350.8,186.0,70.9,10144.0,1929.0,10526.0
PRM-00455,STG-00456,WL-015,7528.0,4380.0,3873.0,3655.0,60.5,68.9,2.39,272.4,359.7,36.0,8561.0,2078.0,9247.0
PRM-00456,STG-00457,WL-015,9014.0,5039.0,4401.0,4613.0,60.0,62.4,2.37,193.5,238.0,36.5,9631.0,2778.0,10829.0
PRM-00457,STG-00458,WL-015,6793.0,3174.0,2779.0,4014.0,64.3,64.5,1.94,514.2,496.6,43.9,7190.0,1365.0,8725.0
PRM-00458,STG-00459,WL-015,7574.0,3696.0,3273.0,4301.0,97.6,103.2,2.31,485.3,388.8,51.5,8779.0,1923.0,9931.0
PRM-00459,STG-00460,WL-015,8548.0,5057.0,4400.0,4148.0,40.1,42.6,1.62,165.7,212.0,43.2,10099.0,1453.0,10504.0
PRM-00460,STG-00461,WL-015,8773.0,4452.0,3814.0,4959.0,94.8,101.4,1.64,662.5,341.1,67.8,10020.0,2531.0,10767.0
PRM-00461,STG-00462,WL-015,8201.0,3836.0,3564.0,4637.0,60.5,63.2,1.11,311.0,438.0,54.8,9129.0,1857.0,9932.0
PRM-00462,STG-00463,WL-015,7261.0,3328.0,2934.0,4327.0,67.9,77.8,0.52,529.3,411.5,42.7,8001.0,1773.0,8769.0
PRM-00463,STG-00464,WL-015,7213.0,4154.0,3753.0,3460.0,61.3,66.3,2.38,374.9,510.7,61.2,7992.0,2236.0,8758.0
PRM-00464,STG-00465,WL-015,7449.0,3966.0,3454.0,3995.0,95.5,101.1,0.71,766.9,484.7,47.7,8269.0,1441.0,9453.0
PRM-00465,STG-00466,WL-015,6972.0,3976.0,3660.0,3312.0,77.7,83.4,1.48,603.1,494.5,45.3,8246.0,2123.0,8693.0
PRM-00466,STG-00467,WL-015,8163.0,3727.0,3315.0,4848.0,99.7,107.1,0.76,606.3,474.7,70.2,9077.0,2060.0,9712.0
PRM-00467,STG-00468,WL-016,6995.0,3150.0,2713.0,4282.0,69.8,74.1,1.86,293.2,221.8,60.9,8092.0,1486.0,8575.0
PRM-00468,STG-00469,WL-016,7016.0,4022.0,3524.0,3492.0,90.8,92.5,1.69,375.3,302.7,55.4,7983.0,1775.0,8991.0
PRM-00469,STG-00470,WL-016,7898.0,3985.0,3539.0,4359.0,85.6,87.4,2.3,595.4,237.8,60.0,9156.0,2691.0,9677.0
PRM-00470,STG-00471,WL-016,9320.0,5443.0,4708.0,4612.0,45.9,46.2,1.84,152.7,488.0,70.2,10226.0,1406.0,11288.0
PRM-00471,STG-00472,WL-016,7612.0,4109.0,3665.0,3947.0,61.2,69.4,1.05,458.6,188.7,74.3,8720.0,1459.0,10018.0
PRM-00472,STG-00473,WL-016,6533.0,3843.0,3344.0,3189.0,90.3,93.2,1.96,725.1,442.2,62.5,7075.0,1902.0,8815.0
PRM-00473,STG-00474,WL-016,7545.0,4282.0,3920.0,3625.0,78.1,80.8,2.08,391.0,490.7,46.0,8279.0,1387.0,9318.0
PRM-00474,STG-00475,WL-016,7323.0,4293.0,3690.0,3633.0,64.2,73.1,1.94,418.5,433.9,57.7,8089.0,2410.0,9080.0
PRM-00475,STG-00476,WL-016,6347.0,3516.0,3212.0,3135.0,61.6,63.6,2.18,438.8,344.3,62.1,7400.0,1957.0,8465.0
PRM-00476,STG-00477,WL-016,8266.0,4337.0,3786.0,4480.0,93.7,99.4,2.1,390.4,330.2,68.0,8962.0,2039.0,10572.0
PRM-00477,STG-00478,WL-016,7415.0,3730.0,3467.0,3948.0,85.7,87.0,0.99,515.4,217.3,45.9,8737.0,1754.0,9888.0
PRM-00478,STG-00479,WL-016,6759.0,3759.0,3243.0,3516.0,61.2,62.8,2.24,213.9,228.3,73.4,7800.0,2482.0,8657.0
PRM-00479,STG-00480,WL-016,7409.0,3708.0,3386.0,4023.0,69.4,72.1,1.46,303.1,383.2,72.9,7968.0,2745.0,8924.0
PRM-00480,STG-00481,WL-016,8138.0,4210.0,3887.0,4251.0,47.1,51.9,1.37,352.9,331.8,68.3,8850.0,2175.0,10223.0
PRM-00481,STG-00482,WL-016,7312.0,3696.0,3221.0,4091.0,79.4,80.7,1.13,584.3,229.5,62.3,8402.0,2721.0,9542.0
PRM-00482,STG-00483,WL-016,7363.0,3960.0,3399.0,3964.0,99.0,101.8,1.56,625.4,515.7,52.6,8377.0,2506.0,9851.0
PRM-00483,STG-00484,WL-016,8379.0,4259.0,3705.0,4674.0,61.9,66.5,2.1,214.2,402.9,64.7,9766.0,1999.0,10184.0
PRM-00484,STG-00485,WL-016,6228.0,3486.0,3064.0,3164.0,69.7,76.3,0.84,341.9,374.9,39.7,7151.0,1653.0,7728.0
PRM-00485,STG-00486,WL-016,6968.0,3268.0,3032.0,3936.0,97.3,106.2,2.23,650.6,263.9,73.8,7707.0,2290.0,8532.0
PRM-00486,STG-00487,WL-016,7852.0,4168.0,3812.0,4040.0,71.5,75.5,0.74,245.0,440.0,73.0,8271.0,1686.0,10273.0
PRM-00487,STG-00488,WL-016,7421.0,3697.0,3181.0,4240.0,70.1,80.0,1.57,452.2,485.1,66.8,7994.0,2339.0,9306.0
PRM-00488,STG-00489,WL-016,8582.0,5101.0,4528.0,4054.0,65.1,68.6,1.34,476.8,356.6,37.1,9894.0,1898.0,10277.0
PRM-00489,STG-00490,WL-016,7127.0,4080.0,3728.0,3399.0,92.1,96.1,1.47,501.3,288.2,44.4,8264.0,1265.0,8722.0
PRM-00490,STG-00491,WL-016,6887.0,3348.0,3138.0,3749.0,97.4,103.2,1.54,700.3,313.1,48.4,7445.0,1804.0,8704.0
PRM-00491,STG-00492,WL-016,7131.0,3933.0,3418.0,3713.0,71.6,76.0,1.65,461.9,201.1,72.5,7891.0,2263.0,8886.0
PRM-00492,STG-00493,WL-017,6820.0,3247.0,2883.0,3937.0,90.4,97.3,0.53,394.9,385.4,57.5,7482.0,1672.0,9053.0
PRM-00493,STG-00494,WL-017,7114.0,4131.0,3656.0,3458.0,67.7,73.3,0.7,477.7,512.8,49.4,7604.0,2143.0,9139.0
PRM-00494,STG-00495,WL-017,7318.0,4168.0,3836.0,3482.0,83.6,93.5,0.69,612.4,381.8,60.2,7851.0,2336.0,9495.0
PRM-00495,STG-00496,WL-017,6374.0,2892.0,2521.0,3853.0,76.5,83.3,1.17,503.8,427.2,71.5,7455.0,2674.0,8853.0
PRM-00496,STG-00497,WL-017,8352.0,4074.0,3498.0,4854.0,99.2,101.9,1.73,650.0,473.8,65.3,8797.0,2507.0,9866.0
PRM-00497,STG-00498,WL-017,7294.0,4001.0,3538.0,3756.0,74.6,75.8,1.72,458.7,437.2,37.8,8303.0,2033.0,9536.0
PRM-00498,STG-00499,WL-017,5337.0,2720.0,2550.0,2787.0,61.1,64.1,1.17,234.0,542.2,58.5,6282.0,1906.0,6855.0
PRM-00499,STG-00500,WL-017,7771.0,3584.0,3072.0,4699.0,80.4,82.7,2.44,597.0,436.2,65.9,9140.0,2188.0,9915.0
PRM-00500,STG-00501,WL-017,6951.0,3867.0,3356.0,3595.0,68.6,72.1,0.58,493.3,251.7,51.7,7829.0,1963.0,8722.0
PRM-00501,STG-00502,WL-017,8156.0,3706.0,3471.0,4685.0,84.2,93.6,1.29,396.1,288.3,69.3,9169.0,1409.0,10352.0
PRM-00502,STG-00503,WL-017,7276.0,3345.0,3132.0,4144.0,93.0,99.5,0.75,356.2,514.8,64.8,8316.0,2485.0,9208.0
PRM-00503,STG-00504,WL-017,6378.0,3622.0,3246.0,3132.0,78.5,87.7,2.38,567.1,358.6,67.9,7227.0,1488.0,8346.0
PRM-00504,STG-00505,WL-017,9214.0,5293.0,4603.0,4611.0,62.0,65.0,2.2,189.6,381.9,46.3,10408.0,1283.0,10873.0
PRM-00505,STG-00506,WL-017,7124.0,4074.0,3674.0,3450.0,65.3,72.8,0.97,401.5,346.3,52.9,8324.0,2189.0,8737.0
PRM-00506,STG-00507,WL-017,7327.0,3733.0,3237.0,4090.0,89.7,92.8,1.66,557.6,321.8,58.0,8159.0,2024.0,8998.0
PRM-00507,STG-00508,WL-017,6558.0,3603.0,3414.0,3144.0,94.1,98.8,1.02,584.9,360.6,58.8,6975.0,2170.0,8148.0
PRM-00508,STG-00509,WL-017,8045.0,4332.0,3898.0,4147.0,78.0,88.9,2.22,542.5,535.0,58.3,9097.0,1927.0,9754.0
PRM-00509,STG-00510,WL-017,8270.0,3726.0,3334.0,4936.0,69.7,80.0,1.52,477.8,318.8,49.0,9244.0,1414.0,9818.0
PRM-00510,STG-00511,WL-017,7799.0,4399.0,3839.0,3960.0,66.0,66.1,1.64,518.9,271.4,40.2,8551.0,1387.0,10285.0
PRM-00511,STG-00512,WL-017,10964.0,5441.0,4660.0,6304.0,33.9,38.3,0.9,210.7,396.6,73.5,11918.0,1920.0,12486.0
PRM-00512,STG-00513,WL-017,8921.0,4376.0,3798.0,5123.0,36.2,39.9,1.81,127.7,332.4,57.6,10516.0,1388.0,11207.0
PRM-00513,STG-00514,WL-017,8937.0,4925.0,4652.0,4285.0,64.6,66.0,1.89,418.9,341.8,60.7,9896.0,2731.0,10767.0
PRM-00514,STG-00515,WL-017,8167.0,4895.0,4305.0,3862.0,70.1,70.3,1.37,318.0,371.3,43.8,8921.0,1910.0,9838.0
PRM-00515,STG-00516,WL-017,6996.0,4065.0,3721.0,3275.0,88.2,100.9,0.67,296.4,420.0,35.1,7606.0,2684.0,9428.0
PRM-00516,STG-00517,WL-017,8249.0,3825.0,3561.0,4688.0,80.6,82.2,0.96,384.6,244.3,53.7,9823.0,1497.0,10727.0
PRM-00517,STG-00518,WL-017,8122.0,4866.0,4343.0,3779.0,82.2,86.0,0.84,267.9,294.8,46.2,9713.0,1445.0,10355.0
PRM-00518,STG-00519,WL-017,9610.0,4592.0,4050.0,5560.0,49.6,51.5,1.93,393.3,434.2,73.2,11421.0,1932.0,11956.0
PRM-00519,STG-00520,WL-017,7873.0,4077.0,3685.0,4188.0,77.0,77.3,0.81,522.6,336.2,52.8,9189.0,2288.0,10008.0
PRM-00520,STG-00521,WL-017,8647.0,4593.0,4120.0,4527.0,73.0,82.6,0.77,500.4,509.0,58.4,9954.0,2487.0,10806.0
PRM-00521,STG-00522,WL-018,7728.0,3939.0,3501.0,4227.0,80.5,81.7,2.11,251.5,316.4,71.6,8220.0,2237.0,9641.0
PRM-00522,STG-00523,WL-018,8845.0,4069.0,3528.0,5317.0,83.7,95.0,2.04,458.4,486.8,61.2,10457.0,1976.0,10887.0
PRM-00523,STG-00524,WL-018,6793.0,3993.0,3551.0,3242.0,96.0,101.6,1.4,619.3,279.2,46.5,7406.0,2578.0,8363.0
PRM-00524,STG-00525,WL-018,6736.0,3379.0,3171.0,3565.0,62.5,64.6,1.04,275.1,464.4,53.5,7548.0,2598.0,8999.0
PRM-00525,STG-00526,WL-018,7915.0,4171.0,3713.0,4202.0,86.8,98.6,2.19,449.1,179.9,64.6,8955.0,2047.0,9763.0
PRM-00526,STG-00527,WL-018,9208.0,4721.0,4226.0,4982.0,88.6,94.0,2.22,342.4,234.3,62.5,10014.0,2224.0,11585.0
PRM-00527,STG-00528,WL-018,7726.0,3961.0,3459.0,4267.0,96.4,110.1,2.49,628.4,216.1,73.3,8226.0,1224.0,9387.0
PRM-00528,STG-00529,WL-018,8462.0,3834.0,3368.0,5094.0,84.2,92.9,1.05,288.6,499.6,62.0,9166.0,1256.0,10371.0
PRM-00529,STG-00530,WL-018,7507.0,3704.0,3373.0,4134.0,92.4,100.8,2.1,583.7,347.6,68.1,8361.0,1641.0,9272.0
PRM-00530,STG-00531,WL-018,5620.0,2900.0,2522.0,3098.0,63.6,67.5,1.94,497.9,256.5,44.1,6393.0,1794.0,7569.0
PRM-00531,STG-00532,WL-018,11138.0,5910.0,5280.0,5858.0,36.1,38.3,0.81,188.0,506.3,36.4,12527.0,2087.0,13197.0
PRM-00532,STG-00533,WL-018,6806.0,3320.0,2987.0,3819.0,92.4,95.4,2.39,475.0,227.3,37.4,7479.0,1430.0,9016.0
PRM-00533,STG-00534,WL-018,7946.0,4212.0,3654.0,4292.0,65.8,71.8,0.52,331.6,479.2,48.5,9041.0,1705.0,9533.0
PRM-00534,STG-00535,WL-018,6991.0,3595.0,3242.0,3749.0,86.3,94.1,1.03,690.1,180.9,73.5,7959.0,1954.0,9064.0
