pdat_id,stage_id,well_id,test_type,closure_pressure_psi,reservoir_pressure_psi,permeability_nd,fracture_gradient_psi_ft,skin_factor,leakoff_coefficient_Cw,contact_half_length_m,fracture_height_m,pdat_analyst,analysis_date,formation,aspect_ratio
PDT-00331,STG-00332,WL-011,Minifrac,5403.0,5274.0,0.03273,0.774,1.13,0.0011745,132.0,86.25,S. Dottori,2022-03-03,La Cocina,0.653
PDT-00332,STG-00333,WL-011,DFIT,4516.0,5719.0,0.024332,0.84,1.2,0.001296,93.0,93.75,M. Gonzalez,2022-03-05,La Cocina,1.008
PDT-00333,STG-00334,WL-011,Minifrac,5824.0,6453.0,0.037409,0.765,2.16,0.00162,63.0,115.0,S. Dottori,2022-03-04,La Cocina,1.825
PDT-00334,STG-00335,WL-011,Minifrac,6733.0,4302.0,0.006312,0.751,-1.9000000000000001,0.0043605,164.25,53.75,R. Perez,2022-03-05,La Cocina,0.327
PDT-00335,STG-00336,WL-011,DFIT,4719.0,4966.0,0.016111,0.791,2.29,0.0054405,167.25,48.75,R. Perez,2022-03-05,La Cocina,0.291
PDT-00336,STG-00337,WL-012,DFIT,4715.0,4539.0,0.004711,0.752,-1.93,0.00128,127.0,86.0,S. Dottori,2018-07-30,Caliza,0.677
PDT-00337,STG-00338,WL-012,Minifrac,6334.0,3971.0,0.029708,0.841,-3.17,0.00459,337.0,54.0,R. Perez,2018-07-30,Caliza,0.16
PDT-00338,STG-00339,WL-012,StepRate,4800.0,4543.0,0.04043,0.83,-0.21,0.00097,221.0,82.0,R. Perez,2018-07-30,Caliza,0.371
PDT-00339,STG-00340,WL-012,Minifrac,6945.0,6022.0,0.021848,0.757,-3.04,0.00123,210.0,72.0,R. Perez,2018-07-30,Caliza,0.343
PDT-00340,STG-00341,WL-012,StepRate,6010.0,5436.0,0.006488,0.849,0.41,0.00445,192.0,75.0,S. Dottori,2018-07-30,Caliza,0.391
PDT-00342,STG-00343,WL-012,Minifrac,4702.0,3916.0,0.014113,0.844,-1.13,0.00171,116.0,113.0,M. Gonzalez,2018-07-31,Caliza,0.974
PDT-00343,STG-00344,WL-012,DFIT,6538.0,5285.0,0.043463,0.803,1.08,0.00059,146.0,38.0,S. Dottori,2018-07-31,Caliza,0.26
PDT-00344,STG-00345,WL-012,StepRate,5669.0,6094.0,0.016426,0.718,1.27,0.00242,293.0,51.0,S. Dottori,2018-07-31,Caliza,0.174
PDT-00345,STG-00346,WL-012,Minifrac,4979.0,6086.0,0.002987,0.651,-3.89,0.0049,221.0,34.0,M. Gonzalez,2018-07-31,Caliza,0.154
PDT-00346,STG-00347,WL-012,Minifrac,6595.0,4375.0,0.005362,0.753,0.41,0.00337,250.0,98.0,S. Dottori,2018-08-01,Caliza,0.392
PDT-00347,STG-00348,WL-012,DFIT,4582.0,4167.0,0.016057,0.718,1.3,0.00384,342.0,84.0,R. Perez,2018-08-01,Caliza,0.246
PDT-00348,STG-00349,WL-012,StepRate,6210.0,6384.0,0.043206,0.718,-4.21,0.00275,87.0,43.0,R. Perez,2018-08-01,Caliza,0.494
PDT-00349,STG-00350,WL-012,DFIT,6464.0,4104.0,0.036239,0.727,-4.49,0.00416,237.0,51.0,M. Gonzalez,2018-08-01,Caliza,0.215
PDT-00350,STG-00351,WL-012,Minifrac,4652.0,4551.0,0.049974,0.67,-1.46,0.00432,161.0,53.0,S. Dottori,2018-08-02,Caliza,0.329
PDT-00351,STG-00352,WL-012,Minifrac,6776.0,3918.0,0.038314,0.764,-2.02,0.00385,341.0,51.0,S. Dottori,2018-08-01,Caliza,0.15
PDT-00352,STG-00353,WL-012,StepRate,6441.0,4326.0,0.035519,0.665,-2.77,0.00102,336.0,60.0,S. Dottori,2018-08-02,Caliza,0.179
PDT-00353,STG-00354,WL-012,DFIT,5986.0,4934.0,0.007734,0.744,-0.16,0.0041,213.0,45.0,S. Dottori,2018-08-01,Caliza,0.211
PDT-00355,STG-00356,WL-012,Minifrac,5215.0,5419.0,0.048271,0.809,-2.67,0.00263,134.0,31.0,S. Dottori,2018-08-02,Caliza,0.231
PDT-00356,STG-00357,WL-012,Minifrac,5749.0,5709.0,0.037263,0.796,-2.13,0.00334,236.0,68.0,S. Dottori,2018-08-03,Caliza,0.288
PDT-00357,STG-00358,WL-012,StepRate,6661.0,3860.0,0.039128,0.777,-1.53,0.00321,263.0,110.0,S. Dottori,2018-08-02,Caliza,0.418
PDT-00358,STG-00359,WL-012,Minifrac,6130.0,5038.0,0.046655,0.816,-1.5,0.00366,233.0,83.0,R. Perez,2018-08-03,Caliza,0.356
PDT-00359,STG-00360,WL-012,DFIT,6441.0,6362.0,0.025,0.732,1.35,0.0011,321.0,65.0,R. Perez,2018-08-03,Caliza,0.202
PDT-00360,STG-00361,WL-012,Minifrac,4677.0,4569.0,0.033451,0.712,-4.65,0.00424,164.0,36.0,S. Dottori,2018-08-04,Caliza,0.22
PDT-00361,STG-00362,WL-012,Minifrac,6944.0,6456.0,0.029969,0.825,1.99,0.00432,257.0,106.0,M. Gonzalez,2018-08-05,Caliza,0.412
PDT-00362,STG-00363,WL-013,Minifrac,6812.0,4417.0,0.024737,0.827,-4.45,0.00075,143.0,87.0,S. Dottori,2021-09-15,Organico,0.608
PDT-00363,STG-00364,WL-013,DFIT,6950.0,4795.0,0.034801,0.793,1.38,0.00448,156.0,88.0,S. Dottori,2021-09-15,Organico,0.564
PDT-00364,STG-00365,WL-013,DFIT,5181.0,5027.0,0.040376,0.741,0.93,0.00495,99.0,34.0,M. Gonzalez,2021-09-15,Organico,0.343
PDT-00365,STG-00366,WL-013,DFIT,5973.0,5376.0,0.001911,0.695,1.34,0.00295,198.0,67.0,S. Dottori,2021-09-15,Organico,0.338
PDT-00366,STG-00367,WL-013,DFIT,5086.0,4323.0,0.011224,0.792,-4.72,0.00073,244.0,88.0,M. Gonzalez,2021-09-15,Organico,0.361
PDT-00367,STG-00368,WL-013,DFIT,5533.0,6112.0,0.038503,0.698,1.89,0.00456,223.0,78.0,R. Perez,2021-09-16,Organico,0.35
PDT-00368,STG-00369,WL-013,Minifrac,5842.0,5823.0,0.011831,0.826,-1.28,0.00322,104.0,58.0,R. Perez,2021-09-16,Organico,0.558
PDT-00369,STG-00370,WL-013,DFIT,6583.0,4789.0,0.037756,0.738,0.49,0.00489,145.0,108.0,M. Gonzalez,2021-09-16,Organico,0.745
PDT-00370,STG-00371,WL-013,DFIT,6745.0,4878.0,0.032687,0.687,0.77,0.00131,184.0,51.0,S. Dottori,2021-09-16,Organico,0.277
PDT-00371,STG-00372,WL-013,Minifrac,6422.0,4560.0,0.000814,0.674,1.14,0.00426,160.0,56.0,M. Gonzalez,2021-09-17,Organico,0.35
PDT-00372,STG-00373,WL-013,DFIT,6175.0,4900.0,0.0079,0.708,-1.29,0.00105,81.0,113.0,M. Gonzalez,2021-09-17,Organico,1.395
PDT-00373,STG-00374,WL-013,Minifrac,5333.0,4988.0,0.030813,0.664,1.64,0.00308,217.0,106.0,M. Gonzalez,2021-09-16,Organico,0.488
PDT-00374,STG-00375,WL-013,Minifrac,6801.0,5496.0,0.043941,0.767,-2.69,0.0029,103.0,51.0,R. Perez,2021-09-17,Organico,0.495
PDT-00375,STG-00376,WL-013,Minifrac,5984.0,6493.0,0.039365,0.705,-3.15,0.00201,308.0,32.0,M. Gonzalez,2021-09-17,Organico,0.104
PDT-00376,STG-00377,WL-013,DFIT,5510.0,5977.0,0.038101,0.798,0.25,0.00115,107.0,108.0,S. Dottori,2021-09-18,Organico,1.009
PDT-00377,STG-00378,WL-013,Minifrac,5796.0,6261.0,0.016365,0.681,-0.04,0.00293,311.0,37.0,R. Perez,2021-09-17,Organico,0.119
PDT-00379,STG-00380,WL-013,DFIT,6137.0,3908.0,0.030518,0.793,-2.42,0.00147,225.0,105.0,M. Gonzalez,2021-09-18,Organico,0.467
PDT-00380,STG-00381,WL-013,DFIT,5758.0,4838.0,0.006898,0.721,1.22,0.00389,155.0,63.0,M. Gonzalez,2021-09-19,Organico,0.406
PDT-00381,STG-00382,WL-013,Minifrac,5752.0,4832.0,0.044944,0.699,-3.0,0.00105,285.0,84.0,S. Dottori,2021-09-18,Organico,0.295
PDT-00382,STG-00383,WL-013,DFIT,6717.0,5782.0,0.033427,0.744,-4.99,0.00203,300.0,65.0,S. Dottori,2021-09-17,Organico,0.217
PDT-00383,STG-00384,WL-013,StepRate,6953.0,4561.0,0.022126,0.663,1.11,0.00306,184.0,40.0,M. Gonzalez,2021-09-17,Organico,0.217
PDT-00384,STG-00385,WL-013,DFIT,6852.0,6039.0,0.003966,0.77,-3.37,0.00169,316.0,40.0,M. Gonzalez,2021-09-18,Organico,0.127
PDT-00385,STG-00386,WL-013,DFIT,4977.0,5020.0,0.04703,0.806,-4.08,0.00432,333.0,55.0,M. Gonzalez,2021-09-19,Organico,0.165
PDT-00386,STG-00387,WL-013,DFIT,5438.0,4101.0,0.020868,0.808,-1.93,0.00244,230.0,82.0,M. Gonzalez,2021-09-20,Organico,0.357
PDT-00387,STG-00388,WL-013,DFIT,6554.0,5328.0,0.015096,0.709,-2.47,0.0033,142.0,113.0,R. Perez,2021-09-19,Organico,0.796
PDT-00388,STG-00389,WL-013,StepRate,4616.0,4725.0,0.001238,0.704,1.03,0.00066,198.0,41.0,R. Perez,2021-09-19,Organico,0.207
PDT-00389,STG-00390,WL-013,Minifrac,6342.0,4743.0,0.047225,0.792,-2.05,0.00242,328.0,82.0,M. Gonzalez,2021-09-19,Organico,0.25
PDT-00390,STG-00391,WL-013,DFIT,5059.0,5754.0,0.03043,0.75,-0.63,0.00144,294.0,115.0,R. Perez,2021-09-20,Organico,0.391
PDT-00391,STG-00392,WL-013,DFIT,5583.0,5001.0,0.049441,0.689,0.38,0.00298,192.0,87.0,M. Gonzalez,2021-09-18,Organico,0.453
PDT-00392,STG-00393,WL-013,DFIT,4519.0,6266.0,0.020478,0.744,0.92,0.00324,245.0,57.0,S. Dottori,2021-09-22,Organico,0.233
PDT-00393,STG-00394,WL-013,DFIT,4633.0,4317.0,0.01346,0.706,-0.31,0.00148,263.0,38.0,M. Gonzalez,2021-09-19,Organico,0.144
PDT-00394,STG-00395,WL-013,StepRate,6435.0,4001.0,0.04165,0.657,-3.23,0.00464,313.0,100.0,R. Perez,2021-09-21,Organico,0.319
PDT-00395,STG-00396,WL-013,Minifrac,5465.0,4995.0,0.026228,0.676,-2.48,0.00079,345.0,41.0,S. Dottori,2021-09-20,Organico,0.119
PDT-00396,STG-00397,WL-013,DFIT,6012.0,5660.0,0.001117,0.819,1.5,0.00157,308.0,90.0,S. Dottori,2021-09-23,Organico,0.292
PDT-00397,STG-00398,WL-013,Minifrac,6016.0,4342.0,0.01726,0.819,-4.39,0.00436,211.0,105.0,M. Gonzalez,2021-09-21,Organico,0.498
PDT-00398,STG-00399,WL-013,Minifrac,5074.0,6427.0,0.004316,0.664,-0.83,0.00375,339.0,66.0,S. Dottori,2021-09-22,Organico,0.195
PDT-00399,STG-00400,WL-013,DFIT,6750.0,5678.0,0.047554,0.671,-4.72,0.00488,102.0,65.0,R. Perez,2021-09-19,Organico,0.637
PDT-00400,STG-00401,WL-013,DFIT,5015.0,4478.0,0.00903,0.781,1.96,0.00343,244.0,67.0,M. Gonzalez,2021-09-21,Organico,0.275
PDT-00401,STG-00402,WL-013,DFIT,6231.0,6433.0,0.030635,0.684,1.97,0.00288,307.0,43.0,R. Perez,2021-09-21,Organico,0.14
PDT-00402,STG-00403,WL-013,StepRate,6964.0,6329.0,0.024852,0.699,-0.93,0.00239,136.0,68.0,M. Gonzalez,2021-09-21,Organico,0.5
PDT-00403,STG-00404,WL-013,DFIT,5647.0,5497.0,0.035406,0.828,-2.98,0.00288,179.0,30.0,M. Gonzalez,2021-09-24,Organico,0.168
PDT-00404,STG-00405,WL-013,Minifrac,4591.0,3809.0,0.036418,0.787,-2.16,0.00348,337.0,52.0,S. Dottori,2021-09-25,Organico,0.154
PDT-00406,STG-00407,WL-014,Minifrac,5510.0,5646.0,0.00516,0.677,-2.8199999999999994,0.0009450000000000001,169.5,126.25,R. Perez,2021-12-07,La Cocina,0.745
PDT-00407,STG-00408,WL-014,StepRate,5604.0,4590.0,0.029469,0.677,0.1299999999999999,0.0010125000000000002,183.0,97.5,S. Dottori,2021-12-07,La Cocina,0.533
PDT-00408,STG-00409,WL-014,StepRate,6024.0,5914.0,0.033672,0.749,1.23,0.005683500000000001,105.75,75.0,R. Perez,2021-12-07,La Cocina,0.709
PDT-00409,STG-00410,WL-014,Minifrac,6406.0,4225.0,0.038203,0.664,-0.42000000000000015,0.005184,99.0,123.75,M. Gonzalez,2021-12-07,La Cocina,1.25
PDT-00410,STG-00411,WL-014,Minifrac,4714.0,4282.0,0.020278,0.749,2.96,0.0065745000000000005,232.5,72.5,M. Gonzalez,2021-12-07,La Cocina,0.312
PDT-00411,STG-00412,WL-014,Minifrac,5482.0,5695.0,0.000924,0.679,2.01,0.0046035,133.5,93.75,M. Gonzalez,2021-12-07,La Cocina,0.702
PDT-00412,STG-00413,WL-014,Minifrac,6772.0,4595.0,0.028729,0.714,-2.0,0.0043605,225.75,47.5,M. Gonzalez,2021-12-08,La Cocina,0.21
PDT-00413,STG-00414,WL-014,Minifrac,6234.0,4851.0,0.001551,0.836,2.84,0.0064395,251.25,128.75,S. Dottori,2021-12-08,La Cocina,0.512
PDT-00414,STG-00415,WL-014,DFIT,5758.0,5846.0,0.014512,0.703,-1.68,0.004050000000000001,237.75,131.25,M. Gonzalez,2021-12-08,La Cocina,0.552
PDT-00415,STG-00416,WL-014,DFIT,4629.0,4122.0,0.009739,0.818,-3.3599999999999994,0.002484,62.25,116.25,M. Gonzalez,2021-12-08,La Cocina,1.867
PDT-00416,STG-00417,WL-014,DFIT,6533.0,5870.0,0.039324,0.742,-3.66,0.0017145000000000003,210.0,122.5,R. Perez,2021-12-08,La Cocina,0.583
PDT-00417,STG-00418,WL-014,Minifrac,5845.0,4384.0,0.015569,0.843,2.1399999999999997,0.006021000000000001,153.0,107.5,M. Gonzalez,2021-12-09,La Cocina,0.703
PDT-00418,STG-00419,WL-014,DFIT,5503.0,5404.0,0.014428,0.82,-2.74,0.0029025,85.5,82.5,R. Perez,2021-12-09,La Cocina,0.965
PDT-00419,STG-00420,WL-014,DFIT,5932.0,5071.0,0.033398,0.841,0.82,0.0042120000000000005,231.75,108.75,M. Gonzalez,2021-12-09,La Cocina,0.469
PDT-00420,STG-00421,WL-014,Minifrac,5331.0,6358.0,0.042271,0.847,1.05,0.0029700000000000004,117.0,112.5,S. Dottori,2021-12-09,La Cocina,0.962
PDT-00421,STG-00422,WL-014,DFIT,4887.0,4746.0,0.039633,0.667,0.3999999999999999,0.0014985000000000003,148.5,146.25,R. Perez,2021-12-10,La Cocina,0.985
PDT-00422,STG-00423,WL-014,Minifrac,6751.0,5289.0,0.012844,0.737,-0.18999999999999995,0.001269,210.75,50.0,S. Dottori,2021-12-09,La Cocina,0.237
PDT-00423,STG-00424,WL-014,Minifrac,4503.0,5463.0,0.049868,0.708,0.62,0.0007019999999999999,182.25,87.5,M. Gonzalez,2021-12-10,La Cocina,0.48
PDT-00424,STG-00425,WL-014,DFIT,6962.0,5156.0,0.047558,0.751,-0.5,0.0034020000000000005,127.5,97.5,S. Dottori,2021-12-09,La Cocina,0.765
PDT-00425,STG-00426,WL-014,Minifrac,5229.0,4667.0,0.000857,0.796,1.18,0.0046440000000000006,237.75,138.75,S. Dottori,2021-12-10,La Cocina,0.584
PDT-00426,STG-00427,WL-014,DFIT,4966.0,4889.0,0.023593,0.829,0.11999999999999988,0.0024435,210.75,95.0,R. Perez,2021-12-11,La Cocina,0.451
PDT-00427,STG-00428,WL-014,Minifrac,6778.0,6075.0,0.029382,0.725,-3.1899999999999995,0.0035235,212.25,77.5,M. Gonzalez,2021-12-10,La Cocina,0.365
PDT-00428,STG-00429,WL-014,StepRate,6565.0,5260.0,0.023871,0.78,-1.51,0.0009855,141.75,148.75,S. Dottori,2021-12-10,La Cocina,1.049
PDT-00429,STG-00430,WL-014,StepRate,5416.0,5025.0,0.035612,0.837,2.46,0.0010260000000000002,94.5,122.5,S. Dottori,2021-12-10,La Cocina,1.296
PDT-00430,STG-00431,WL-014,Minifrac,4549.0,5165.0,0.038694,0.671,2.52,0.0022815,94.5,103.75,R. Perez,2021-12-12,La Cocina,1.098
PDT-00432,STG-00433,WL-014,Minifrac,6456.0,6322.0,0.018452,0.787,0.41999999999999993,0.0038610000000000003,240.0,37.5,M. Gonzalez,2021-12-10,La Cocina,0.156
PDT-00433,STG-00434,WL-014,Minifrac,4815.0,5135.0,0.024294,0.72,1.73,0.0012825,101.25,37.5,M. Gonzalez,2021-12-11,La Cocina,0.37
PDT-00434,STG-00435,WL-014,DFIT,4847.0,5662.0,0.024003,0.71,-0.53,0.0019440000000000002,247.5,43.75,S. Dottori,2021-12-12,La Cocina,0.177
PDT-00435,STG-00436,WL-014,DFIT,6542.0,5056.0,0.045928,0.808,-1.7900000000000003,0.005805,84.0,41.25,R. Perez,2021-12-11,La Cocina,0.491
PDT-00436,STG-00437,WL-014,DFIT,5324.0,5655.0,0.04252,0.714,-1.5200000000000002,0.003915,192.0,60.0,S. Dottori,2021-12-10,La Cocina,0.312
PDT-00437,STG-00438,WL-014,DFIT,6993.0,6376.0,0.047032,0.812,-2.26,0.003915,105.75,66.25,S. Dottori,2021-12-13,La Cocina,0.626
PDT-00438,STG-00439,WL-014,DFIT,6209.0,4418.0,0.049899,0.736,2.7199999999999998,0.003294,248.25,75.0,S. Dottori,2021-12-14,La Cocina,0.302
PDT-00439,STG-00440,WL-015,Minifrac,4757.0,5080.0,0.044349,0.698,0.52,0.00354,140.0,55.0,S. Dottori,2019-02-28,Organico,0.393
PDT-00440,STG-00441,WL-015,DFIT,6783.0,5796.0,0.018312,0.71,-0.17,0.00241,142.0,69.0,R. Perez,2019-02-28,Organico,0.486
PDT-00441,STG-00442,WL-015,Minifrac,6705.0,3909.0,0.046118,0.689,1.19,0.0023,305.0,90.0,R. Perez,2019-02-28,Organico,0.295
PDT-00442,STG-00443,WL-015,DFIT,5110.0,5998.0,0.005383,0.694,-1.47,0.00424,120.0,79.0,R. Perez,2019-02-28,Organico,0.658
PDT-00443,STG-00444,WL-015,StepRate,6839.0,5919.0,0.032676,0.737,-4.22,0.00369,348.0,96.0,M. Gonzalez,2019-02-28,Organico,0.276
PDT-00444,STG-00445,WL-015,DFIT,6037.0,5662.0,0.036014,0.762,-3.44,0.00474,268.0,51.0,R. Perez,2019-02-28,Organico,0.19
PDT-00445,STG-00446,WL-015,StepRate,6719.0,4894.0,0.002012,0.66,-3.01,0.00333,238.0,87.0,M. Gonzalez,2019-03-01,Organico,0.366
PDT-00446,STG-00447,WL-015,Minifrac,6590.0,6040.0,0.007977,0.655,1.88,0.00482,232.0,119.0,M. Gonzalez,2019-03-01,Organico,0.513
PDT-00447,STG-00448,WL-015,Minifrac,6338.0,4534.0,0.049651,0.687,-3.5,0.0018,343.0,119.0,M. Gonzalez,2019-03-01,Organico,0.347
PDT-00448,STG-00449,WL-015,Minifrac,5800.0,6421.0,0.034812,0.839,-2.78,0.002,311.0,43.0,M. Gonzalez,2019-03-02,Organico,0.138
PDT-00449,STG-00450,WL-015,DFIT,6753.0,6422.0,0.045487,0.741,0.45,0.00119,106.0,109.0,R. Perez,2019-03-02,Organico,1.028
PDT-00450,STG-00451,WL-015,DFIT,6774.0,4594.0,0.018643,0.67,1.3,0.00179,150.0,113.0,S. Dottori,2019-03-02,Organico,0.753
PDT-00451,STG-00452,WL-015,DFIT,5288.0,3823.0,0.000578,0.716,0.09,0.00331,145.0,84.0,M. Gonzalez,2019-03-02,Organico,0.579
PDT-00452,STG-00453,WL-015,DFIT,6407.0,3890.0,0.022819,0.68,0.77,0.00191,203.0,69.0,M. Gonzalez,2019-03-02,Organico,0.34
PDT-00453,STG-00454,WL-015,Minifrac,6530.0,4372.0,0.045092,0.664,1.31,0.00124,171.0,84.0,R. Perez,2019-03-03,Organico,0.491
PDT-00454,STG-00455,WL-015,DFIT,6409.0,5718.0,0.008069,0.746,-1.63,0.00187,291.0,113.0,S. Dottori,2019-03-02,Organico,0.388
PDT-00455,STG-00456,WL-015,DFIT,6283.0,5215.0,0.011216,0.819,0.73,0.00228,239.0,53.0,S. Dottori,2019-03-03,Organico,0.222
PDT-00456,STG-00457,WL-015,DFIT,6610.0,4387.0,0.000839,0.704,-3.66,0.00279,135.0,99.0,R. Perez,2019-03-03,Organico,0.733
PDT-00457,STG-00458,WL-015,Minifrac,6690.0,3803.0,0.048802,0.722,-2.62,0.00115,312.0,108.0,S. Dottori,2019-03-02,Organico,0.346
PDT-00458,STG-00459,WL-015,DFIT,5845.0,4389.0,0.027938,0.743,-0.97,0.00298,339.0,80.0,R. Perez,2019-03-02,Organico,0.236
PDT-00460,STG-00461,WL-015,DFIT,5157.0,4029.0,0.048768,0.791,-4.92,0.00367,189.0,117.0,S. Dottori,2019-03-02,Organico,0.619
PDT-00461,STG-00462,WL-015,DFIT,6029.0,4159.0,0.012726,0.658,-4.49,0.0016,85.0,52.0,S. Dottori,2019-03-04,Organico,0.612
PDT-00462,STG-00463,WL-015,StepRate,5092.0,5495.0,0.039879,0.838,-0.77,0.00167,306.0,45.0,S. Dottori,2019-03-04,Organico,0.147
PDT-00463,STG-00464,WL-015,StepRate,5665.0,5599.0,0.033594,0.689,-3.6,0.00261,326.0,31.0,R. Perez,2019-03-05,Organico,0.095
PDT-00464,STG-00465,WL-015,Minifrac,5023.0,5795.0,0.020461,0.752,1.28,0.00256,249.0,117.0,S. Dottori,2019-03-03,Organico,0.47
PDT-00465,STG-00466,WL-015,Minifrac,5804.0,4237.0,0.026808,0.833,-4.89,0.00339,100.0,31.0,S. Dottori,2019-03-05,Organico,0.31
PDT-00466,STG-00467,WL-015,DFIT,5209.0,5468.0,0.006967,0.657,0.59,0.00372,164.0,35.0,M. Gonzalez,2019-03-05,Organico,0.213
PDT-00467,STG-00468,WL-016,DFIT,5494.0,4540.0,0.008846,0.727,2.95,0.002295,128.25,75.0,R. Perez,2019-06-16,La Cocina,0.585
PDT-00468,STG-00469,WL-016,DFIT,6930.0,5461.0,0.008301,0.654,1.68,0.0011610000000000001,88.5,102.5,M. Gonzalez,2019-06-16,La Cocina,1.158
PDT-00469,STG-00470,WL-016,Minifrac,5625.0,5733.0,0.002642,0.75,-1.47,0.004509,69.0,41.25,S. Dottori,2019-06-16,La Cocina,0.598
PDT-00471,STG-00472,WL-016,Minifrac,6178.0,3845.0,0.009006,0.695,-0.8400000000000001,0.004239000000000001,103.5,80.0,S. Dottori,2019-06-16,La Cocina,0.773
PDT-00472,STG-00473,WL-016,Minifrac,5312.0,5035.0,0.010862,0.823,0.29999999999999993,0.006412500000000001,176.25,51.25,S. Dottori,2019-06-16,La Cocina,0.291
PDT-00473,STG-00474,WL-016,StepRate,6314.0,3933.0,0.035219,0.732,-1.6500000000000001,0.0016065000000000003,230.25,45.0,R. Perez,2019-06-16,La Cocina,0.195
PDT-00474,STG-00475,WL-016,DFIT,6768.0,5519.0,0.021992,0.846,2.23,0.0053595,115.5,147.5,R. Perez,2019-06-17,La Cocina,1.277
PDT-00475,STG-00476,WL-016,Minifrac,6522.0,4314.0,0.0436,0.802,1.26,0.0012015,64.5,103.75,M. Gonzalez,2019-06-17,La Cocina,1.609
PDT-00476,STG-00477,WL-016,DFIT,5665.0,4260.0,0.002173,0.733,1.52,0.005980500000000001,79.5,96.25,S. Dottori,2019-06-17,La Cocina,1.211
PDT-00477,STG-00478,WL-016,Minifrac,6026.0,4099.0,0.034161,0.847,2.54,0.005967000000000001,121.5,122.5,M. Gonzalez,2019-06-17,La Cocina,1.008
PDT-00478,STG-00479,WL-016,Minifrac,4571.0,5664.0,0.029754,0.679,-2.6399999999999997,0.0046845,123.0,67.5,R. Perez,2019-06-17,La Cocina,0.549
PDT-00479,STG-00480,WL-016,Minifrac,6707.0,6014.0,0.023355,0.757,-2.0999999999999996,0.0017280000000000002,226.5,127.5,S. Dottori,2019-06-17,La Cocina,0.563
PDT-00481,STG-00482,WL-016,DFIT,5381.0,5147.0,0.047455,0.838,-2.5300000000000002,0.0017955000000000002,93.0,126.25,M. Gonzalez,2019-06-19,La Cocina,1.358
PDT-00482,STG-00483,WL-016,Minifrac,5987.0,5190.0,0.007911,0.848,-2.59,0.0052380000000000005,220.5,53.75,S. Dottori,2019-06-18,La Cocina,0.244
PDT-00483,STG-00484,WL-016,DFIT,6072.0,5534.0,0.025297,0.678,1.46,0.0042120000000000005,84.0,116.25,M. Gonzalez,2019-06-18,La Cocina,1.384
PDT-00484,STG-00485,WL-016,DFIT,6084.0,5394.0,0.032631,0.655,0.040000000000000036,0.004293000000000001,102.0,61.25,M. Gonzalez,2019-06-18,La Cocina,0.6
PDT-00485,STG-00486,WL-016,DFIT,4525.0,5449.0,0.039481,0.805,1.66,0.002862,238.5,38.75,M. Gonzalez,2019-06-19,La Cocina,0.162
PDT-00486,STG-00487,WL-016,StepRate,5276.0,4691.0,0.00956,0.811,-1.8699999999999999,0.0026865,144.0,86.25,R. Perez,2019-06-20,La Cocina,0.599
PDT-00487,STG-00488,WL-016,DFIT,5219.0,4148.0,0.037664,0.659,-2.75,0.0013095000000000001,227.25,42.5,S. Dottori,2019-06-20,La Cocina,0.187
PDT-00488,STG-00489,WL-016,Minifrac,5881.0,6162.0,0.049469,0.772,0.49,0.0052515,107.25,56.25,S. Dottori,2019-06-19,La Cocina,0.524
PDT-00489,STG-00490,WL-016,DFIT,6901.0,4728.0,0.048527,0.767,-0.5700000000000001,0.004671000000000001,225.0,81.25,S. Dottori,2019-06-21,La Cocina,0.361
PDT-00490,STG-00491,WL-016,Minifrac,6890.0,5487.0,0.009502,0.7,2.5700000000000003,0.0007559999999999999,171.0,55.0,M. Gonzalez,2019-06-20,La Cocina,0.322
PDT-00491,STG-00492,WL-016,DFIT,5832.0,4316.0,0.031663,0.76,0.29999999999999993,0.002511,189.75,131.25,R. Perez,2019-06-20,La Cocina,0.692
PDT-00492,STG-00493,WL-017,DFIT,5916.0,6195.0,0.01623,0.7,0.24,0.00321,233.0,43.0,S. Dottori,2022-08-10,Organico,0.185
PDT-00493,STG-00494,WL-017,DFIT,4657.0,6162.0,0.027928,0.716,-2.59,0.00181,203.0,60.0,M. Gonzalez,2022-08-10,Organico,0.296
PDT-00494,STG-00495,WL-017,StepRate,4922.0,4037.0,0.007056,0.704,-2.08,0.00438,157.0,112.0,M. Gonzalez,2022-08-10,Organico,0.713
PDT-00495,STG-00496,WL-017,DFIT,6363.0,5545.0,0.046172,0.684,0.26,0.00088,233.0,80.0,S. Dottori,2022-08-10,Organico,0.343
PDT-00496,STG-00497,WL-017,DFIT,5936.0,3835.0,0.023813,0.667,-2.0,0.00099,338.0,77.0,S. Dottori,2022-08-10,Organico,0.228
PDT-00497,STG-00498,WL-017,DFIT,6076.0,3839.0,0.042413,0.795,-1.28,0.00379,105.0,78.0,S. Dottori,2022-08-10,Organico,0.743
PDT-00498,STG-00499,WL-017,StepRate,5906.0,6394.0,0.044634,0.676,-2.82,0.00159,234.0,102.0,S. Dottori,2022-08-11,Organico,0.436
PDT-00499,STG-00500,WL-017,DFIT,5403.0,3852.0,0.049855,0.674,-1.2,0.00406,134.0,74.0,R. Perez,2022-08-11,Organico,0.552
PDT-00500,STG-00501,WL-017,DFIT,4874.0,6369.0,0.009657,0.822,-4.2,0.00441,242.0,106.0,M. Gonzalez,2022-08-11,Organico,0.438
PDT-00501,STG-00502,WL-017,DFIT,5314.0,4522.0,0.027273,0.811,-2.82,0.00136,208.0,36.0,S. Dottori,2022-08-11,Organico,0.173
